Mixture,Other,Non-inflammatory_Macrophage,alpha-beta_T_Cells,Inflammatory_Macrophage,NK-like_Cells,gamma-delta_T_Cells,Mature_B_Cells,Plasma_Cells,P-value,Correlation,RMSE
RK101_Liver,0.766764174993986,0.0402802468793927,0.0511899020206197,0.0236307971922665,0.0532377420179219,0.0324626798648687,0.0324344570309441,0,0,0.896807172174346,0.463389396524432
RK254_Cancer,0.294147799497343,0.0912402789432767,0.107438971039313,0.13247572469177,0.107220724017734,0.0331223281414207,0.00310992733713254,0.231244246332009,0,0.835581908143536,0.60639322698344
RK232_Cancer,0.36903525990197,0.0577563889279375,0.138046499647525,0.109168005270246,0.0547197442786811,0.0467459616258137,0.0942263879255295,0.130301752422297,0,0.849833286784212,0.60394888696158
RK171_Cancer,0.340877626677908,0.128812975770752,0.10591420203882,0.128149747003157,0.0538785773281949,0.00692938223684379,0.106318335045934,0.12911915389839,0,0.89436345274974,0.499056716612144
RK181_Liver,0.772060148909576,0.0678013423985233,0.0413887269632433,0.00640102398956695,0.0306959051066825,0.0478361688812665,0.0338166837511409,0,0,0.897738365760895,0.45985088561239
RK164_Liver,0.706133992011324,0.0592869572604479,0.0655265753832934,0.0372388022079936,0.0368857169651774,0.0534069274072518,0.0375588337599581,0.00396219500455382,0,0.895483602273318,0.468897126376084
RK061_Liver,0.606752615035721,0.0871684596658535,0.118579693668829,0.0497501156249879,0.0519434789352071,0.0380936279641272,0.0466268874323673,0.00108512167290692,0,0.920045598694305,0.439123246655249
RK015_Cancer,0.555094077757232,0.0370108820022326,0.162768316503096,0.0441465025195259,0.0667082088631316,0.00193771381719323,0.0634280912385685,0.0689062072990196,0,0.739401580353767,0.684358018763665
RK079_Liver,0.719841035192155,0.0835021939588197,0.0561543844709141,0.0320465071844601,0.0296047011295837,0.0325810082766439,0.0462701697874238,0,0,0.917921246428806,0.42128545588907
RK305_Cancer,0.419886827181664,0.109650125919652,0.124022274006636,0.114666826624617,0.0557592845442923,0.0352943083448285,0.0388724213739929,0.101847932004316,0,0.850987891207019,0.557989083286705
RK056_Cancer,0.562674406959248,0.0493101497329897,0.0898269739108794,0.0717223919170746,0.0636585457849821,0.033539643687122,0.0312745111418391,0.0979933768658648,0,0.731124778628511,0.689410061442331
RK059_Cancer,0.49753299832262,0.0745342790932279,0.0930306829717123,0.0870214812018207,0.0829509488061007,0,0.115609324502946,0.0493202851015722,0,0.772681340096579,0.647042349044879
RK083_Cancer,0.470408601294968,0.103511005898643,0.119054385620471,0.0378044056093841,0.0870049785843324,0.00597901704526383,0.0318031393276334,0.144434466619304,0,0.839974855991277,0.576139023950028
RK109_Liver,0.670653074624771,0.0329724269864444,0.0466824038781957,0.0312455158556261,0.0280387652496454,0.131502137747976,0.0589056756573417,0,0,0.883766097245941,0.500626739163612
RK241_Cancer,0.578489371354966,0.0665405384370837,0.129891238948711,0.017744162693985,0.112840929125826,0,0.00929915772509942,0.085194601714329,0,0.802001318254987,0.615436036465931
RK167_Cancer,0.340479676907931,0.123469608000471,0.0379057905896675,0.0819186843331999,0.131243801896925,0.0152428584581608,0.0966292471202362,0.173110332693408,0,0.809571099406873,0.613139039701204
RK058_Cancer,0.482843963591003,0.122590674465937,0.109151144819118,0.0234812472674924,0.0635111322233582,0,0.139863836878194,0.0585580007548974,0,0.875258176299162,0.520812987150626
RK137_Cancer,0.395461952255414,0.0248737991686555,0.148812011701935,0.126901851288117,0.0915487806193041,0.0366092571799272,0.0752475112196638,0.100544836566984,0,0.703924448594168,0.732087243634943
RK263_Cancer,0.531937239336054,0.038583940291217,0.163953707745651,0.0303611972788616,0.117972797082519,0,0.0855912991617335,0.0315998191039642,0,0.730904110619851,0.695800313555468
RK308_Liver,0.642250347122969,0.0648300447442004,0.0672491555588969,0.0667302092841172,0.0402147710721342,0.052909133178211,0.0367938083142545,0.029022530725217,0,0.885842180154649,0.490873654676454
RK147_Liver,0.76598970936817,0.0378947197421669,0.0731847877755379,0.0118306955407118,0.0249459866572682,0.0300855807471288,0.0560685201690166,0,0,0.904975707900223,0.44880338774495
RK295_Cancer,0.50504138865832,0.0413413364233413,0.13173914436726,0.0329509263393059,0.131048200655859,0.0252173997302263,0,0.132661603825688,0,0.728884613386911,0.70086736294951
RK177_Cancer,0.223949014282569,0.0857990337709581,0.0428085974704878,0.147735587928356,0.115088985683731,0.0725784063704054,0.0310126946182232,0.28102767987527,0,0.867362570711129,0.586772155752354
RK052_Cancer,0.52264794997734,0.123947530802286,0.19637136603796,0,0.033414437163743,0,0.0411451774643554,0.0824735385543159,0,0.82217185461154,0.586910666756993
RK179_Liver,0.783591647358998,0.0615776795171095,0.034731166808974,0.00372776596448533,0.0261591122092109,0.0476370832577399,0.0425755448834826,0,0,0.914577216952306,0.427123866555958
RK240_Cancer,0.0872534654258336,0.124048903243562,0.0672568047748159,0.270418697455718,0.00208800815517134,0.192846883235987,0,0.256087237708912,0,0.920665457133053,0.46897645431037
RK085_Cancer,0.0604222817880137,0.0775815957104437,0.0956535389443252,0.317493925677912,0.0460873990562042,0.0998291295318531,0.0254091531633876,0.277522976127861,0,0.91762683494986,0.503487141454818
RK068_Cancer,0.416700348831807,0.166572789925244,0.00203599246645818,0.0164472943490807,0.0632006431949761,0.101582646917892,0.0697830089287499,0.163677275385792,0,0.846967684300469,0.551292354189367
